Transient Name,Epoch,Peak Flux,RMS Flux,Delta T
ZTF22abfviis,VLASS1.1v2,0.303,0.12,-1826.21
ZTF22abfviis,VLASS2.1,0.395,0.126,-800.21
ZTF22abfviis,VLASS3.1,0.406,0.146,181.79
ZTF22abfvjeg,VLASS1.1v2,0.466,0.137,-1829.29
ZTF22abfvjeg,VLASS2.1,0.433,0.177,-757.29
ZTF22abfvjeg,VLASS3.1,0.256,0.12,139.71
ZTF22abfvjky,VLASS1.2v2,0.308,0.108,-1243.16
ZTF22abfvjky,VLASS2.2,0.322,0.131,-336.16
ZTF22abfvrcb,VLASS1.1v2,0.273,0.114,-1825.19
ZTF22abfvrcb,VLASS2.1,0.328,0.134,-801.19
ZTF22abfvrcb,VLASS3.1,0.485,0.185,113.81
ZTF22abfvsbt,VLASS1.1v2,0.427,0.114,-1811.14
ZTF22abfvsbt,VLASS2.1,0.327,0.143,-781.14
ZTF22abfvsbt,VLASS3.1,0.331,0.106,145.86
ZTF22abfvshc,VLASS1.1v2,0.286,0.107,-1814.23
ZTF22abfvshc,VLASS2.1,0.342,0.107,-766.23
ZTF22abfvshc,VLASS3.1,0.303,0.128,136.77
ZTF22abfvvpv,VLASS1.2v2,0.416,0.178,-1168.25
ZTF22abfvvpv,VLASS2.2,0.265,0.129,-307.25
ZTF22abfvxlz,VLASS1.1v2,0.406,0.139,-1748.17
ZTF22abfvxlz,VLASS2.1,0.481,0.161,-774.17
ZTF22abfvxlz,VLASS3.1,0.453,0.142,115.83
ZTF22abfvzqg,VLASS1.1v2,0.685,0.276,-1741.25
ZTF22abfvzqg,VLASS2.1,0.489,0.155,-767.25
ZTF22abfvzqg,VLASS3.1,0.304,0.15,122.75
ZTF22abfwbgr,VLASS1.2v2,0.301,0.132,-1201.3
ZTF22abfwbgr,VLASS2.2,0.296,0.1,-293.3
ZTF22abfwchw,VLASS1.1v2,0.366,0.125,-1802.2
ZTF22abfwchw,VLASS2.1,0.327,0.122,-739.2
ZTF22abfwchw,VLASS3.1,0.385,0.153,161.8
ZTF22abfweew,VLASS1.2v2,0.348,0.11,-1232.15
ZTF22abfweew,VLASS2.2,0.328,0.124,-301.15
ZTF22abfwign,VLASS1.2v2,0.237,0.124,-1272.18
ZTF22abfwign,VLASS2.2,0.394,0.142,-354.18
ZTF22abfwihc,VLASS1.1v2,0.244,0.103,-1827.16
ZTF22abfwihc,VLASS2.1,0.373,0.138,-748.16
ZTF22abfwihc,VLASS3.1,0.28,0.101,142.84
ZTF22abfwthv,VLASS1.1v2,0.287,0.128,-1764.21
ZTF22abfwthv,VLASS2.1,0.45,0.137,-809.21
ZTF22abfwthv,VLASS3.1,0.527,0.161,109.79
ZTF22abfwxtr,VLASS1.2v2,0.528,0.199,-1236.31
ZTF22abfwxtr,VLASS2.2,0.303,0.097,-347.31
ZTF22abfxkdm,VLASS1.1v2,0.322,0.13,-1814.24
ZTF22abfxkdm,VLASS2.1,0.377,0.148,-778.24
ZTF22abfxkdm,VLASS3.1,0.312,0.106,126.76
ZTF22abfxmiu,VLASS1.2v2,0.469,0.185,-1253.36
ZTF22abfxmiu,VLASS2.2,0.354,0.164,-327.36
ZTF22abfxmpc,VLASS1.2v2,0.284,0.111,-1233.31
ZTF22abfxmpc,VLASS2.2,0.286,0.111,-328.31
ZTF22abfxmvf,VLASS1.1v2,0.248,0.113,-1800.28
ZTF22abfxmvf,VLASS2.1,0.461,0.171,-761.28
ZTF22abfxmvf,VLASS3.1,0.327,0.135,140.72
ZTF22abfxwkm,VLASS1.2v2,0.339,0.167,-1178.21
ZTF22abfxwkm,VLASS2.2,0.408,0.149,-316.21
ZTF22abfxwub,VLASS1.2v2,0.383,0.136,-1174.28
ZTF22abfxwub,VLASS2.2,0.255,0.122,-312.28
ZTF22abfyjgo,VLASS1.2v2,0.382,0.111,-1283.35
ZTF22abfyjgo,VLASS2.2,0.258,0.096,-292.35
ZTF22abfynfa,VLASS1.1v2,0.274,0.12,-1681.29
ZTF22abfynfa,VLASS2.1,0.408,0.155,-699.29
ZTF22abfynfa,VLASS3.1,0.39,0.143,255.71
ZTF22abfynid,VLASS1.1v2,0.637,0.163,-1757.31
ZTF22abfynid,VLASS2.1,0.442,0.188,-779.31
ZTF22abfynid,VLASS3.1,0.332,0.153,225.69
ZTF22abfypms,VLASS1.1v2,0.32,0.119,-1764.29
ZTF22abfypms,VLASS2.1,0.451,0.176,-705.29
ZTF22abfypms,VLASS3.1,0.377,0.173,181.71
ZTF22abfyqmh,VLASS1.1v2,0.266,0.125,-1750.38
ZTF22abfyqmh,VLASS2.1,0.343,0.132,-712.38
ZTF22abfyqmh,VLASS3.1,0.31,0.164,177.62
ZTF22abfyqsc,VLASS1.1v2,0.264,0.17,-1776.35
ZTF22abfyqsc,VLASS2.1,0.423,0.125,-750.35
ZTF22abfyqsc,VLASS3.1,0.507,0.154,220.65
ZTF22abfyrxh,VLASS1.1v2,0.336,0.13,-1819.27
ZTF22abfyrxh,VLASS2.1,0.355,0.166,-780.27
ZTF22abfyrxh,VLASS3.1,0.274,0.105,127.73
ZTF22abfytal,VLASS1.1v2,0.347,0.151,-1759.4
ZTF22abfytal,VLASS2.1,0.436,0.168,-732.4
ZTF22abfytal,VLASS3.1,0.445,0.185,142.6
ZTF22abfytlh,VLASS1.1v2,0.229,0.099,-1816.27
ZTF22abfytlh,VLASS2.1,0.3,0.141,-804.27
ZTF22abfytlh,VLASS3.1,0.32,0.119,124.73
ZTF22abfyukg,VLASS1.2v2,0.401,0.168,-1297.38
ZTF22abfyukg,VLASS2.2,0.174,0.099,-318.38
ZTF22abfyvhf,VLASS1.1v2,0.254,0.116,-1824.49
ZTF22abfyvhf,VLASS2.1,0.307,0.117,-722.49
ZTF22abfyvhf,VLASS3.1,0.453,0.131,156.51
ZTF22abfyyew,VLASS1.1v2,0.481,0.146,-1683.37
ZTF22abfyyew,VLASS2.1,0.48,0.176,-698.37
ZTF22abfyyew,VLASS3.1,0.372,0.153,255.63
ZTF22abfyynm,VLASS1.1v2,0.225,0.106,-1760.38
ZTF22abfyynm,VLASS2.1,0.5,0.179,-807.38
ZTF22abfyynm,VLASS3.1,0.319,0.142,174.62
ZTF22abfyzir,VLASS1.2v2,0.503,0.188,-1286.5
ZTF22abfyzir,VLASS2.2,0.262,0.102,-327.5
ZTF22abfzaed,VLASS1.2v2,0.238,0.095,-1256.41
ZTF22abfzaed,VLASS2.2,0.345,0.118,-332.41
ZTF22abfzaqd,VLASS1.1v2,0.213,0.109,-1828.46
ZTF22abfzaqd,VLASS2.1,0.315,0.152,-748.46
ZTF22abfzaqd,VLASS3.1,0.388,0.119,142.54
ZTF22abfzarj,VLASS1.2v2,0.365,0.136,-1261.45
ZTF22abfzarj,VLASS2.2,0.254,0.115,-311.45
ZTF22abfzdjj,VLASS1.1v2,0.385,0.117,-1759.43
ZTF22abfzdjj,VLASS2.1,0.368,0.152,-799.43
ZTF22abfzdjj,VLASS3.1,0.298,0.13,161.57
ZTF22abfzdkz,VLASS1.1v2,0.304,0.13,-1771.32
ZTF22abfzdkz,VLASS2.1,0.364,0.159,-811.32
ZTF22abfzdkz,VLASS3.1,0.194,0.117,149.68
ZTF22abgawhn,VLASS1.1v2,0.355,0.123,-1691.48
ZTF22abgawhn,VLASS2.1,0.406,0.162,-702.48
ZTF22abgawhn,VLASS3.1,0.24,0.13,250.52
ZTF22abgawib,VLASS1.1v2,0.33,0.167,-1682.48
ZTF22abgawib,VLASS2.1,0.476,0.164,-693.48
ZTF22abgawib,VLASS3.1,0.507,0.146,259.52
ZTF22abgawlh,VLASS1.1v2,0.386,0.145,-1757.44
ZTF22abgawlh,VLASS2.1,0.487,0.164,-707.44
ZTF22abgawlh,VLASS3.1,0.413,0.149,175.56
ZTF22abgaymw,VLASS1.2v2,0.52,0.184,-1163.48
ZTF22abgaymw,VLASS2.2,0.543,0.161,-212.48
ZTF22abgbbal,VLASS1.2v2,0.359,0.128,-1251.5
ZTF22abgbbal,VLASS2.2,0.347,0.109,-295.5
ZTF22abgbbec,VLASS1.2v2,0.29,0.136,-1227.47
ZTF22abgbbec,VLASS2.2,0.27,0.118,-342.47
ZTF22abgbbez,VLASS1.2v2,0.269,0.127,-1220.47
ZTF22abgbbez,VLASS2.2,0.257,0.107,-297.47
ZTF22abgbcef,VLASS2.2,0.345,0.123,-280.46
ZTF22abgbffy,VLASS1.2v2,0.235,0.113,-1245.49
ZTF22abgbffy,VLASS2.2,0.368,0.126,-302.49
ZTF22abgbfsb,VLASS1.1v2,0.257,0.108,-1715.5
ZTF22abgbfsb,VLASS2.1,0.468,0.164,-698.5
ZTF22abgbfsb,VLASS3.1,0.305,0.114,176.5
ZTF22abgbhjs,VLASS1.1v2,0.536,0.25,-1764.52
ZTF22abgbhjs,VLASS2.1,0.345,0.169,-794.52
ZTF22abgbhjs,VLASS3.1,0.309,0.117,115.48
ZTF22abgbhub,VLASS1.2v2,0.534,0.158,-1201.52
ZTF22abgbhub,VLASS2.2,0.444,0.105,-279.52
ZTF22abgbydx,VLASS1.2v2,0.3,0.12,-1238.17
ZTF22abgbydx,VLASS2.2,0.295,0.116,-362.17
ZTF22abgbywx,VLASS1.2v2,0.45,0.163,-1186.17
ZTF22abgbywx,VLASS2.2,0.442,0.154,-237.17
ZTF22abgdjwt,VLASS1.2v2,0.23,0.13,-1194.19
ZTF22abgdjwt,VLASS2.2,0.465,0.163,-241.19
ZTF22abgeluw,VLASS1.1v2,0.397,0.139,-1675.39
ZTF22abgeluw,VLASS2.1,0.698,0.211,-690.39
ZTF22abgeluw,VLASS3.1,0.461,0.142,263.61
ZTF22abgepyb,VLASS1.2v2,0.355,0.128,-1215.28
ZTF22abgepyb,VLASS2.2,0.337,0.124,-346.28
ZTF22abggmae,VLASS1.1v2,0.387,0.111,-1767.44
ZTF22abggmae,VLASS2.1,0.266,0.126,-745.44
ZTF22abggmae,VLASS3.1,0.217,0.09,158.56
ZTF22abggmtd,VLASS1.2v2,0.406,0.151,-1270.48
ZTF22abggmtd,VLASS2.2,0.369,0.123,-319.48
ZTF22abggmuu,VLASS1.1v2,0.402,0.125,-1845.39
ZTF22abggmuu,VLASS2.1,0.51,0.189,-778.39
ZTF22abggmuu,VLASS3.1,0.301,0.127,226.61
ZTF22abghdno,VLASS1.2v2,0.429,0.165,-1234.42
ZTF22abghdno,VLASS2.2,0.33,0.162,-246.42
ZTF22abghgca,VLASS1.1v2,0.634,0.27,-1835.46
ZTF22abghgca,VLASS2.1,0.39,0.153,NA
ZTF22abghgca,VLASS3.1,0.319,0.161,131.54
ZTF22abghrui,VLASS1.2v2,0.41,0.149,-1299.47
ZTF22abghrui,VLASS2.2,0.248,0.119,-354.47
ZTF22abgiayt,VLASS1.1v2,0.644,0.207,-1784.15
ZTF22abgiayt,VLASS2.1,0.71,0.241,-709.15
ZTF22abgiayt,VLASS3.1,0.384,0.119,175.85
ZTF22abgibib,VLASS1.1v2,0.353,0.129,-1773.21
ZTF22abgibib,VLASS2.1,0.392,0.159,-706.21
ZTF22abgibib,VLASS3.1,0.382,0.133,169.79
ZTF22abgiout,VLASS1.2v2,0.383,0.118,-1269.29
ZTF22abgiout,VLASS2.2,0.255,0.089,-329.29
ZTF22abgndif,VLASS1.2v2,0.31,0.118,-1209.36
ZTF22abgndif,VLASS2.2,0.36,0.111,-326.36
ZTF22abgpfwa,VLASS1.1v2,0.218,0.094,-1772.14
ZTF22abgpfwa,VLASS2.1,0.292,0.136,-744.14
ZTF22abgpfwa,VLASS3.1,0.366,0.111,108.86
ZTF22abgteub,VLASS1.2v2,0.219,0.121,-1229.39
ZTF22abgteub,VLASS2.2,0.296,0.122,-358.39
ZTF22abgvdis,VLASS1.2v2,0.295,0.129,-1274.48
ZTF22abgvdis,VLASS2.2,0.306,0.105,-336.48
ZTF22abgveih,VLASS1.2v2,0.363,0.13,-1254.53
ZTF22abgveih,VLASS2.2,0.359,0.132,-309.53
ZTF22abgvnle,VLASS1.2v2,1.35,0.476,-1292.14
ZTF22abgvnle,VLASS2.2,0.623,0.197,-367.14
ZTF22abgwgsv,VLASS1.1v2,0.289,0.113,-1823.16
ZTF22abgwgsv,VLASS2.1,0.366,0.133,-754.16
ZTF22abgwgsv,VLASS3.1,0.189,0.079,123.84
ZTF22abgyfnv,VLASS1.2v2,0.322,0.117,-1226.3
ZTF22abgyfnv,VLASS2.2,0.406,0.126,-325.3
ZTF22abhclyh,VLASS1.1v2,0.568,0.168,-1873.38
ZTF22abhclyh,VLASS2.1,0.563,0.183,-788.38
ZTF22abhclyh,VLASS3.1,0.329,0.138,104.62
ZTF22abhcqrr,VLASS1.2v2,0.996,0.456,-1292.5
ZTF22abhcqrr,VLASS2.2,0.227,0.127,-324.5
ZTF22abhcrfy,VLASS1.2v2,0.352,0.135,-1216.49
ZTF22abhcrfy,VLASS2.2,0.285,0.121,-335.49
ZTF22abhencl,VLASS1.2v2,0.386,0.202,-1281.21
ZTF22abhencl,VLASS2.2,0.331,0.15,-377.21
ZTF22abhfwmr,VLASS1.2v2,0.444,0.148,-1266.41
ZTF22abhfwmr,VLASS2.2,0.382,0.167,-332.41
ZTF22abhhxuv,VLASS1.2v2,0.313,0.135,-1260.5
ZTF22abhhxuv,VLASS2.2,0.282,0.109,-286.5
ZTF22abhjdlx,VLASS1.2v2,0.269,0.153,-1242.49
ZTF22abhjdlx,VLASS2.2,0.253,0.106,-364.49
ZTF22abhjuqr,VLASS1.1v2,0.711,0.211,-1821.53
ZTF22abhjuqr,VLASS2.1,0.474,0.164,-736.53
ZTF22abhjuqr,VLASS3.1,0.676,0.249,119.47
ZTF22abhjvmr,VLASS1.1v2,0.34,0.106,-1793.53
ZTF22abhjvmr,VLASS2.1,0.316,0.172,-722.53
ZTF22abhjvmr,VLASS3.1,0.348,0.166,113.47
ZTF22abhldat,VLASS1.2v2,0.445,0.113,-1242.29
ZTF22abhldat,VLASS2.2,0.337,0.105,-314.29
ZTF22abhodtl,VLASS1.2v2,0.332,0.132,-1289.27
ZTF22abhodtl,VLASS2.2,0.219,0.091,-354.27
ZTF22abhrjld,VLASS1.2v2,0.335,0.118,-1305.36
ZTF22abhrjld,VLASS2.2,0.256,0.12,-351.36
ZTF22abhsrll,VLASS1.2v2,0.437,0.149,-1305.33
ZTF22abhsrll,VLASS2.2,0.41,0.139,-326.33
ZTF22abhsxph,VLASS1.1v2,0.558,0.168,-1852.41
ZTF22abhsxph,VLASS2.1,0.4,0.137,-772.41
ZTF22abhsxph,VLASS3.1,0.504,0.139,118.59
ZTF22abhuvqj,VLASS1.1v2,0.263,0.11,-1733.49
ZTF22abhuvqj,VLASS2.1,0.416,0.183,-719.49
ZTF22abhuvqj,VLASS3.1,0.514,0.153,165.51
ZTF22abhuvug,VLASS1.1v2,0.296,0.121,-1696.44
ZTF22abhuvug,VLASS2.1,0.279,0.151,-707.44
ZTF22abhuvug,VLASS3.1,0.242,0.112,245.56
ZTF22abhvfio,VLASS1.2v2,0.602,0.189,-1295.31
ZTF22abhvfio,VLASS2.2,0.345,0.118,-341.31
ZTF22abhvfmz,VLASS1.1v2,0.331,0.124,-1686.46
ZTF22abhvfmz,VLASS2.1,0.602,0.223,-697.46
ZTF22abhvfmz,VLASS3.1,0.327,0.132,265.54
ZTF22abhvyyw,VLASS1.2v2,0.169,0.116,-1267.5
ZTF22abhvyyw,VLASS2.2,0.305,0.111,-306.5
ZTF22abhwlnm,VLASS1.2v2,0.359,0.143,-1494.21
ZTF22abhwlnm,VLASS2.2,0.322,0.12,-526.21
ZTF22abhxptj,VLASS1.1v2,0.288,0.113,-1841.16
ZTF22abhxptj,VLASS2.1,0.368,0.157,-762.16
ZTF22abhxptj,VLASS3.1,0.311,0.144,128.84
ZTF22abhxptt,VLASS1.1v2,0.234,0.101,-1859.13
ZTF22abhxptt,VLASS2.1,0.4,0.11,-791.13
ZTF22abhxptt,VLASS3.1,0.271,0.12,141.87
ZTF22abhyzjq,VLASS1.1v2,0.202,0.102,-1828.23
ZTF22abhyzjq,VLASS2.1,0.46,0.159,-813.23
ZTF22abhyzjq,VLASS3.1,0.281,0.115,118.77
ZTF22abibgsa,VLASS1.1v2,0.38,0.142,-1775.38
ZTF22abibgsa,VLASS2.1,0.348,0.17,-716.38
ZTF22abibgsa,VLASS3.1,0.377,0.137,170.62
ZTF22abiflfo,VLASS1.2v2,0.253,0.135,-1213.15
ZTF22abiflfo,VLASS2.2,0.425,0.131,-374.15
ZTF22abihtsn,VLASS1.2v2,0.249,0.122,-1239.24
ZTF22abihtsn,VLASS2.2,0.235,0.106,-311.24
ZTF22abijxly,VLASS1.1v2,0.392,0.12,-1838.28
ZTF22abijxly,VLASS2.1,0.373,0.15,-762.28
ZTF22abijxly,VLASS3.1,0.495,0.166,172.72
ZTF22abikqri,VLASS1.1v2,0.32,0.116,-1701.46
ZTF22abikqri,VLASS2.1,0.328,0.137,-707.46
ZTF22abikqri,VLASS3.1,0.414,0.15,238.54
ZTF22abilaka,VLASS1.2v2,0.605,0.141,-1271.4
ZTF22abilaka,VLASS2.2,0.309,0.137,-338.4
ZTF22abinbxm,VLASS1.1v2,0.229,0.106,-1834.45
ZTF22abinbxm,VLASS2.1,0.344,0.14,-722.45
ZTF22abinbxm,VLASS3.1,0.333,0.106,127.55
ZTF22abiozoc,VLASS1.1v2,0.205,0.108,-1820.22
ZTF22abiozoc,VLASS2.1,0.351,0.154,-792.22
ZTF22abiozoc,VLASS3.1,0.332,0.115,142.78
ZTF22abipidm,VLASS1.2v2,0.636,0.123,-1238.31
ZTF22abipidm,VLASS2.2,0.269,0.126,-293.31
ZTF22abipthl,VLASS1.2v2,0.454,0.163,-1193.25
ZTF22abipthl,VLASS2.2,0.279,0.128,-241.25
ZTF22abiqxao,VLASS1.2v2,0.405,0.143,-1268.22
ZTF22abiqxao,VLASS2.2,0.271,0.099,-292.22
ZTF22abitewv,VLASS1.2v2,0.347,0.135,-1270.43
ZTF22abitewv,VLASS2.2,0.27,0.114,-309.43
ZTF22abiupzw,VLASS1.1v2,0.582,0.174,-1821.52
ZTF22abiupzw,VLASS2.1,0.413,0.158,-779.52
ZTF22abiupzw,VLASS3.1,0.435,0.13,138.48
ZTF22abivebe,VLASS1.1v2,0.484,0.183,-1835.14
ZTF22abivebe,VLASS2.1,0.36,0.134,-759.14
ZTF22abivebe,VLASS3.1,0.348,0.101,99.86
ZTF22abivkuq,VLASS1.2v2,0.296,0.122,-1258.16
ZTF22abivkuq,VLASS2.2,0.371,0.152,-372.16
ZTF22abivqkc,VLASS1.2v2,0.428,0.15,-1284.16
ZTF22abivqkc,VLASS2.2,0.262,0.116,-343.16
ZTF22abivrnq,VLASS1.1v2,0.233,0.097,-1854.14
ZTF22abivrnq,VLASS2.1,0.411,0.153,-799.14
ZTF22abivrnq,VLASS3.1,0.337,0.125,121.86
ZTF22abiwpck,VLASS1.1v2,1.566,0.217,-1811.28
ZTF22abiwpck,VLASS2.1,1.668,0.214,-772.28
ZTF22abiwpck,VLASS3.1,1.556,0.185,129.72
ZTF22abiwwyf,VLASS1.1v2,0.421,0.161,-1845.37
ZTF22abiwwyf,VLASS2.1,0.3,0.144,-793.37
ZTF22abiwwyf,VLASS3.1,0.408,0.144,114.63
ZTF22abiyeae,VLASS1.1v2,0.244,0.118,-1817.4
ZTF22abiyeae,VLASS2.1,0.299,0.135,-750.4
ZTF22abiyeae,VLASS3.1,0.369,0.149,125.6
ZTF22abiyjlx,VLASS1.2v2,0.349,0.156,-1275.46
ZTF22abiyjlx,VLASS2.2,0.361,0.114,-349.46
ZTF22abiymsf,VLASS1.1v2,0.286,0.118,-1698.29
ZTF22abiymsf,VLASS2.1,0.509,0.148,-706.29
ZTF22abiymsf,VLASS3.1,0.41,0.161,246.71
ZTF22abiysva,VLASS1.1v2,0.469,0.134,-1779.34
ZTF22abiysva,VLASS2.1,0.43,0.148,-752.34
ZTF22abiysva,VLASS3.1,0.554,0.172,122.66
ZTF22abizgac,VLASS1.1v2,0.289,0.118,-1832.29
ZTF22abizgac,VLASS2.1,0.459,0.167,-820.29
ZTF22abizgac,VLASS3.1,0.325,0.123,108.71
ZTF22abizuah,VLASS1.1v2,0.266,0.111,-1735.5
ZTF22abizuah,VLASS2.1,0.439,0.138,-789.5
ZTF22abizuah,VLASS3.1,0.3,0.12,147.5
ZTF22abjafpr,VLASS1.2v2,0.419,0.157,-1271.5
ZTF22abjafpr,VLASS2.2,0.489,0.118,-321.5
ZTF22abjagqj,VLASS1.2v2,0.265,0.128,-1250.41
ZTF22abjagqj,VLASS2.2,0.303,0.125,-336.41
ZTF22abjaqoq,VLASS1.2v2,0.347,0.136,-1277.47
ZTF22abjaqoq,VLASS2.2,0.278,0.087,-317.47
ZTF22abjbvnv,VLASS1.1v2,0.42,0.17,-1716.51
ZTF22abjbvnv,VLASS2.1,0.54,0.182,-773.51
ZTF22abjbvnv,VLASS3.1,0.348,0.13,157.49
ZTF22abjeeqt,VLASS1.1v2,0.264,0.114,-1816.21
ZTF22abjeeqt,VLASS2.1,0.372,0.154,-792.21
ZTF22abjeeqt,VLASS3.1,0.284,0.131,144.79
ZTF22abjhwce,VLASS1.1v2,0.303,0.104,-1802.38
ZTF22abjhwce,VLASS2.1,0.585,0.179,-780.38
ZTF22abjhwce,VLASS3.1,0.379,0.112,117.62
ZTF22abjpcjy,VLASS1.1v2,0.295,0.115,-1842.37
ZTF22abjpcjy,VLASS2.1,0.368,0.187,-822.37
ZTF22abjpcjy,VLASS3.1,0.389,0.128,138.63
ZTF22abjpfpl,VLASS1.1v2,0.544,0.189,-1702.4
ZTF22abjpfpl,VLASS2.1,0.453,0.187,-711.4
ZTF22abjpfpl,VLASS3.1,0.522,0.179,NA
ZTF22abjqztl,VLASS1.1v2,0.364,0.104,-1833.16
ZTF22abjqztl,VLASS2.1,0.776,0.182,-785.16
ZTF22abjqztl,VLASS3.1,0.789,0.129,117.84
ZTF22abjrbmf,VLASS1.1v2,0.249,0.117,-1796.15
ZTF22abjrbmf,VLASS2.1,0.342,0.158,-801.15
ZTF22abjrbmf,VLASS3.1,0.317,0.107,119.85
ZTF22abjrcte,VLASS1.2v2,0.333,0.111,-1260.12
ZTF22abjrcte,VLASS2.2,0.344,0.113,-335.12
ZTF22abjrctf,VLASS1.2v2,0.324,0.13,-1260.12
ZTF22abjrctf,VLASS2.2,0.331,0.115,-335.12
ZTF22abjrpmv,VLASS1.2v2,0.56,0.173,-1287.13
ZTF22abjrpmv,VLASS2.2,0.38,0.13,-373.13
ZTF22abjrqxz,VLASS1.1v2,0.345,0.121,-1841.13
ZTF22abjrqxz,VLASS2.1,0.3,0.134,-817.13
ZTF22abjrqxz,VLASS3.1,0.454,0.189,97.87
ZTF22abjrrea,VLASS1.2v2,0.784,0.158,-1210.12
ZTF22abjrrea,VLASS2.2,0.756,0.168,-376.12
ZTF22abjvyib,VLASS1.1v2,0.392,0.135,-1769.2
ZTF22abjvyib,VLASS2.1,0.411,0.158,-795.2
ZTF22abjvyib,VLASS3.1,0.53,0.141,94.8
ZTF22abjzweh,VLASS1.2v2,0.434,0.141,-1247.49
ZTF22abjzweh,VLASS2.2,0.355,0.121,-361.49
ZTF22abkaaje,VLASS1.2v2,0.178,0.089,-1266.48
ZTF22abkaaje,VLASS2.2,0.368,0.141,-336.48
ZTF22abkabeh,VLASS1.1v2,0.351,0.126,-1854.45
ZTF22abkabeh,VLASS2.1,0.503,0.154,NA
ZTF22abkabeh,VLASS3.1,0.297,0.119,112.55
ZTF22abkbjsb,VLASS2.2,0.379,0.127,-325.45
ZTF22abkbmob,VLASS1.1v2,0.303,0.159,-1885.38
ZTF22abkbmob,VLASS2.1,0.396,0.131,-826.38
ZTF22abkbmob,VLASS3.1,0.401,0.143,94.62
ZTF22abkdzvi,VLASS1.1v2,0.24,0.1,-1787.21
ZTF22abkdzvi,VLASS2.1,0.325,0.158,-721.21
ZTF22abkdzvi,VLASS3.1,0.399,0.161,153.79
ZTF22abkfgrt,VLASS1.2v2,0.495,0.187,-1228.24
ZTF22abkfgrt,VLASS2.2,0.323,0.122,-328.24
ZTF22abkfhua,VLASS1.1v2,0.342,0.104,-1843.23
ZTF22abkfhua,VLASS2.1,0.405,0.154,-804.23
ZTF22abkfhua,VLASS3.1,0.393,0.143,97.77
ZTF22abkhrkd,VLASS1.2v2,0.294,0.134,-1330.2
ZTF22abkhrkd,VLASS2.2,0.329,0.124,-397.2
ZTF22abkisoc,VLASS1.1v2,0.361,0.194,-1838.25
ZTF22abkisoc,VLASS2.1,0.431,0.187,-808.25
ZTF22abkisoc,VLASS3.1,0.536,0.189,108.75
ZTF22abkjegi,VLASS1.2v2,0.272,0.114,-1265.39
ZTF22abkjegi,VLASS2.2,0.317,0.142,-365.39
ZTF22abkkhao,VLASS1.2v2,0.454,0.189,-1222.36
ZTF22abkkhao,VLASS2.2,0.397,0.172,-332.36
ZTF22abkpgpa,VLASS1.1v2,0.245,0.105,-1786.46
ZTF22abkpgpa,VLASS2.1,0.243,0.096,-766.46
ZTF22abkpgpa,VLASS3.1,0.341,0.142,102.54
ZTF22abkpgye,VLASS1.1v2,0.335,0.143,-1771.44
ZTF22abkpgye,VLASS2.1,0.477,0.131,-824.44
ZTF22abkpgye,VLASS3.1,0.293,0.124,136.56
ZTF22abkpkej,VLASS1.1v2,0.336,0.154,-1777.27
ZTF22abkpkej,VLASS2.1,0.454,0.164,-799.27
ZTF22abkpkej,VLASS3.1,0.335,0.151,205.73
ZTF22abksuwt,VLASS1.1v2,1.209,0.147,-1828.53
ZTF22abksuwt,VLASS2.1,1.275,0.227,-786.53
ZTF22abksuwt,VLASS3.1,1.481,0.164,131.47
ZTF22abkwdhr,VLASS1.2v2,0.396,0.128,-1246.18
ZTF22abkwdhr,VLASS2.2,0.219,0.114,-345.18
ZTF22abkxbeo,VLASS1.1v2,0.398,0.153,-1848.3
ZTF22abkxbeo,VLASS2.1,0.275,0.13,-775.3
ZTF22abkxbeo,VLASS3.1,0.352,0.13,98.7
ZTF22abkybyq,VLASS1.2v2,0.336,0.13,-1282.35
ZTF22abkybyq,VLASS2.2,0.423,0.147,-358.35
ZTF22ablbgrl,VLASS1.2v2,0.213,0.113,-1289.44
ZTF22ablbgrl,VLASS2.2,0.211,0.108,-324.44
ZTF22ablbvag,VLASS1.2v2,0.313,0.122,-1275.53
ZTF22ablbvag,VLASS2.2,0.299,0.126,-314.53
ZTF22ablcybb,VLASS1.1v2,0.339,0.138,-1859.14
ZTF22ablcybb,VLASS2.1,0.428,0.164,-780.14
ZTF22ablcybb,VLASS3.1,0.251,0.097,118.86
ZTF22ablhftq,VLASS1.1v2,0.389,0.123,-1857.42
ZTF22ablhftq,VLASS2.1,0.447,0.167,-737.42
ZTF22ablhftq,VLASS3.1,0.372,0.103,108.58
ZTF22ablhldn,VLASS1.2v2,0.406,0.129,-1225.47
ZTF22ablhldn,VLASS2.2,0.31,0.111,-344.47
ZTF22abllclb,VLASS1.1v2,0.349,0.119,-1776.41
ZTF22abllclb,VLASS2.1,0.461,0.168,-796.41
ZTF22abllclb,VLASS3.1,0.491,0.146,208.59
ZTF22ablnrcv,VLASS1.2v2,1.037,0.225,-1219.45
ZTF22ablnrcv,VLASS2.2,1.386,0.215,-297.45
ZTF22ablviyf,VLASS1.1v2,0.334,0.121,-1840.47
ZTF22ablviyf,VLASS2.1,0.563,0.192,-815.47
ZTF22ablviyf,VLASS3.1,0.385,0.155,82.53
ZTF22ablvnwa,VLASS1.2v2,0.325,0.126,-1284.49
ZTF22ablvnwa,VLASS2.2,0.323,0.109,-323.49
ZTF22ablxcrh,VLASS1.1v2,0.289,0.119,-1854.13
ZTF22ablxcrh,VLASS2.1,0.481,0.194,-842.13
