Transient Name,Epoch,Peak Flux,RMS Flux,Delta T
ZTF22aaylnhq,VLASS2.2,0.304,0.128,-320.19
ZTF22aaymjam,VLASS1.1v2,0.345,0.151,-1772.33
ZTF22aaymjam,VLASS2.1,0.44,0.141,-735.33
ZTF22aaymjam,VLASS3.1,0.325,0.128,174.67
ZTF22aaynpda,VLASS1.2v2,0.312,0.142,-1222.27
ZTF22aaynpda,VLASS2.2,0.269,0.129,-281.27
ZTF22aaynvgi,VLASS1.2v2,0.28,0.133,-1183.37
ZTF22aaynvgi,VLASS2.2,0.23,0.102,-282.37
ZTF22aayobas,VLASS1.1v2,0.401,0.146,-1767.24
ZTF22aayobas,VLASS2.1,0.411,0.167,-742.24
ZTF22aayobas,VLASS3.1,0.335,0.134,194.76
ZTF22aayplsv,VLASS1.2v2,0.413,0.138,-1156.37
ZTF22aayplsv,VLASS2.2,0.375,0.158,-177.37
ZTF22aayprcr,VLASS1.2v2,0.497,0.199,-1216.32
ZTF22aayprcr,VLASS2.2,0.297,0.122,-240.32
ZTF22aaypvib,VLASS1.2v2,0.281,0.125,-1242.47
ZTF22aaypvib,VLASS2.2,0.323,0.122,-288.47
ZTF22aayrhvp,VLASS1.1v2,0.336,0.107,-1706.32
ZTF22aayrhvp,VLASS2.1,0.363,0.142,-761.32
ZTF22aayrhvp,VLASS3.1,0.256,0.143,170.68
ZTF22aayrixx,VLASS1.1v2,0.497,0.23,-1706.34
ZTF22aayrixx,VLASS2.1,1.365,0.479,-761.34
ZTF22aayrixx,VLASS3.1,1.211,0.354,170.66
ZTF22aayrxbb,VLASS1.1v2,0.249,0.112,-1774.42
ZTF22aayrxbb,VLASS2.1,0.393,0.158,-759.42
ZTF22aayrxbb,VLASS3.1,0.264,0.136,172.58
ZTF22aaytppn,VLASS1.1v2,0.301,0.123,-1639.44
ZTF22aaytppn,VLASS2.1,0.348,0.139,-647.44
ZTF22aaytppn,VLASS3.1,0.307,0.153,305.56
ZTF22aayubvt,VLASS1.1v2,0.393,0.12,-1728.44
ZTF22aayubvt,VLASS2.1,0.441,0.153,-708.44
ZTF22aayubvt,VLASS3.1,0.473,0.13,262.56
ZTF22aayvaoa,VLASS1.2v2,0.52,0.138,-1136.46
ZTF22aayvaoa,VLASS2.2,0.334,0.129,-191.46
ZTF22aaywnyg,VLASS1.1v2,0.352,0.121,-1869.47
ZTF22aaywnyg,VLASS2.1,0.541,0.232,-825.47
ZTF22aaywnyg,VLASS3.1,0.209,0.1,95.53
ZTF22aayxdkd,VLASS1.1v2,0.379,0.127,-1739.2
ZTF22aayxdkd,VLASS2.1,0.427,0.141,-745.2
ZTF22aayxdkd,VLASS3.1,0.356,0.131,171.8
ZTF22aazbxmi,VLASS1.1v2,0.344,0.133,-1814.34
ZTF22aazbxmi,VLASS2.1,0.399,0.157,-735.34
ZTF22aazbxmi,VLASS3.1,0.244,0.118,163.66
ZTF22aazdzyj,VLASS1.2v2,0.323,0.148,-1192.45
ZTF22aazdzyj,VLASS2.2,0.2,0.091,-287.45
ZTF22aazeagq,VLASS1.2v2,0.34,0.14,-1239.43
ZTF22aazeagq,VLASS2.2,0.309,0.12,-304.43
ZTF22aazgaus,VLASS1.2v2,0.364,0.123,-1238.23
ZTF22aazgaus,VLASS2.2,0.288,0.124,-310.23
ZTF22aazgmum,VLASS1.2v2,0.313,0.136,-1220.34
ZTF22aazgmum,VLASS2.2,0.163,0.109,-279.34
ZTF22aazjgoi,VLASS1.2v2,0.3,0.118,-1239.37
ZTF22aazjgoi,VLASS2.2,0.337,0.143,-304.37
ZTF22aazjiam,VLASS1.1v2,0.278,0.121,-1799.36
ZTF22aazjiam,VLASS2.1,0.276,0.13,-756.36
ZTF22aazjiam,VLASS3.1,0.451,0.158,183.64
ZTF22aazjqtu,VLASS1.1v2,0.506,0.169,-1800.48
ZTF22aazjqtu,VLASS2.1,0.292,0.141,-733.48
ZTF22aazjqtu,VLASS3.1,0.342,0.15,271.52
ZTF22aazjsqj,VLASS1.2v2,0.352,0.14,-1145.4
ZTF22aazjsqj,VLASS2.2,0.39,0.112,-185.4
ZTF22aazjvid,VLASS1.1v2,0.333,0.158,-1783.37
ZTF22aazjvid,VLASS2.1,0.467,0.186,-732.37
ZTF22aazjvid,VLASS3.1,0.327,0.13,161.63
ZTF22aazmooy,VLASS1.2v2,0.347,0.121,-1195.47
ZTF22aazmooy,VLASS2.2,0.234,0.115,-290.47
ZTF22aaznbmz,VLASS1.2v2,0.424,0.131,-1194.26
ZTF22aaznbmz,VLASS2.2,0.285,0.101,-330.26
ZTF22aazpfxt,VLASS1.2v2,0.533,0.178,-1136.4
ZTF22aazpfxt,VLASS2.2,0.376,0.166,-191.4
ZTF22aazprmk,VLASS1.1v2,0.271,0.109,-1715.47
ZTF22aazprmk,VLASS2.1,0.314,0.151,-735.47
ZTF22aazprmk,VLASS3.1,0.343,0.139,269.53
ZTF22aazqoey,VLASS1.2v2,0.287,0.143,-1200.5
ZTF22aazqoey,VLASS2.2,0.377,0.108,-304.5
ZTF22aazuotw,VLASS1.1v2,0.293,0.109,-1708.44
ZTF22aazuotw,VLASS2.1,0.439,0.147,-670.44
ZTF22aazuotw,VLASS3.1,0.383,0.153,219.56
ZTF22aazuowq,VLASS1.1v2,2.463,0.204,-1738.4
ZTF22aazuowq,VLASS2.1,5.385,0.288,-663.4
ZTF22aazuowq,VLASS3.1,6.356,0.419,213.6
ZTF22aazuuin,VLASS1.1v2,0.435,0.16,-1741.3
ZTF22aazuuin,VLASS2.1,0.538,0.224,-786.3
ZTF22aazuuin,VLASS3.1,0.372,0.146,195.7
ZTF22abaadbc,VLASS1.2v2,0.419,0.193,-1236.47
ZTF22abaadbc,VLASS2.2,0.293,0.117,-277.47
ZTF22ababhmy,VLASS1.2v2,0.387,0.19,-1138.48
ZTF22ababhmy,VLASS2.2,0.402,0.123,-187.48
ZTF22abadzpo,VLASS1.2v2,0.513,0.182,-1197.17
ZTF22abadzpo,VLASS2.2,0.266,0.125,-300.17
ZTF22abaegxq,VLASS1.2v2,0.298,0.122,-1230.38
ZTF22abaegxq,VLASS2.2,0.225,0.108,-304.38
ZTF22abaette,VLASS1.1v2,0.267,0.11,-1775.24
ZTF22abaette,VLASS2.1,0.296,0.14,-747.24
ZTF22abaette,VLASS3.1,0.421,0.135,187.76
ZTF22abafbzv,VLASS1.1v2,0.206,0.095,-1727.2
ZTF22abafbzv,VLASS2.1,0.371,0.119,-706.2
ZTF22abafbzv,VLASS3.1,0.483,0.17,151.8
ZTF22abafcrf,VLASS1.1v2,0.354,0.099,-1795.2
ZTF22abafcrf,VLASS2.1,0.378,0.152,-692.2
ZTF22abafcrf,VLASS3.1,0.304,0.105,142.8
ZTF22abahblc,VLASS1.2v2,0.925,0.406,-1146.23
ZTF22abahblc,VLASS2.2,0.692,0.251,-207.23
ZTF22abahzeh,VLASS1.1v2,0.357,0.133,-1747.27
ZTF22abahzeh,VLASS2.1,0.433,0.188,-672.27
ZTF22abahzeh,VLASS3.1,0.361,0.139,212.73
ZTF22abaiyaf,VLASS1.1v2,0.313,0.132,-1731.46
ZTF22abaiyaf,VLASS2.1,0.338,0.176,-778.46
ZTF22abaiyaf,VLASS3.1,0.349,0.127,203.54
ZTF22abaiyyz,VLASS1.2v2,0.331,0.118,-1193.28
ZTF22abaiyyz,VLASS2.2,0.345,0.106,-273.28
ZTF22abajudi,VLASS1.2v2,0.414,0.149,-1162.44
ZTF22abajudi,VLASS2.2,0.256,0.101,-202.44
ZTF22abajyqm,VLASS1.2v2,0.33,0.16,-1151.2
ZTF22abajyqm,VLASS2.2,0.286,0.133,-201.2
ZTF22abakcfy,VLASS1.2v2,0.365,0.134,-1173.21
ZTF22abakcfy,VLASS2.2,0.348,0.141,-334.21
ZTF22abakeha,VLASS1.2v2,0.335,0.127,-1233.2
ZTF22abakeha,VLASS2.2,0.382,0.132,-284.2
ZTF22abakwvc,VLASS1.2v2,0.219,0.113,-1205.24
ZTF22abakwvc,VLASS2.2,0.377,0.104,-319.24
ZTF22abakwxh,VLASS1.1v2,0.238,0.123,-1784.24
ZTF22abakwxh,VLASS2.1,0.36,0.112,-715.24
ZTF22abakwxh,VLASS3.1,0.32,0.111,200.76
ZTF22abamnmb,VLASS1.2v2,0.345,0.135,-1239.48
ZTF22abamnmb,VLASS2.2,0.331,0.114,-313.48
ZTF22abanxam,VLASS1.1v2,0.315,0.12,-1737.22
ZTF22abanxam,VLASS2.1,0.279,0.132,-722.22
ZTF22abanxam,VLASS3.1,0.346,0.146,185.78
ZTF22abaqzcm,VLASS1.2v2,0.348,0.127,-1241.45
ZTF22abaqzcm,VLASS2.2,0.373,0.118,-290.45
ZTF22abarhid,VLASS1.1v2,0.311,0.115,-1796.43
ZTF22abarhid,VLASS2.1,0.508,0.154,-720.43
ZTF22abarhid,VLASS3.1,0.445,0.17,214.57
ZTF22abaseoc,VLASS1.1v2,0.321,0.132,-1734.49
ZTF22abaseoc,VLASS2.1,0.574,0.196,-751.49
ZTF22abaseoc,VLASS3.1,0.356,0.107,258.51
ZTF22abatqod,VLASS1.1v2,0.326,0.126,-1797.22
ZTF22abatqod,VLASS2.1,0.446,0.161,-773.22
ZTF22abatqod,VLASS3.1,0.468,0.199,141.78
ZTF22abatsqa,VLASS1.1v2,0.457,0.098,-1793.27
ZTF22abatsqa,VLASS2.1,0.308,0.156,-728.27
ZTF22abatsqa,VLASS3.1,0.25,0.105,239.73
ZTF22abatsyj,VLASS1.1v2,0.289,0.112,-1786.32
ZTF22abatsyj,VLASS2.1,0.372,0.149,-738.32
ZTF22abatsyj,VLASS3.1,0.242,0.101,164.68
ZTF22abaucrh,VLASS1.1v2,0.346,0.122,-1757.3
ZTF22abaucrh,VLASS2.1,0.495,0.152,-719.3
ZTF22abaucrh,VLASS3.1,0.356,0.151,175.7
ZTF22abavsqq,VLASS1.2v2,0.232,0.111,-1251.47
ZTF22abavsqq,VLASS2.2,0.333,0.113,-316.47
ZTF22abawyul,VLASS1.1v2,0.283,0.115,-1657.42
ZTF22abawyul,VLASS2.1,0.324,0.136,-663.42
ZTF22abawyul,VLASS3.1,0.371,0.129,282.58
ZTF22abaxmks,VLASS1.1v2,0.299,0.127,-1732.46
ZTF22abaxmks,VLASS2.1,0.39,0.176,-679.46
ZTF22abaxmks,VLASS3.1,0.344,0.138,204.54
ZTF22abaxqlk,VLASS1.1v2,0.312,0.116,-1788.47
ZTF22abaxqlk,VLASS2.1,0.434,0.147,-749.47
ZTF22abaxqlk,VLASS3.1,0.4,0.162,158.53
ZTF22abaxtfy,VLASS1.1v2,0.345,0.147,-1713.42
ZTF22abaxtfy,VLASS2.1,0.451,0.209,-668.42
ZTF22abaxtfy,VLASS3.1,0.342,0.149,214.58
ZTF22abayewb,VLASS1.1v2,0.412,0.116,-1753.42
ZTF22abayewb,VLASS2.1,0.444,0.172,-678.42
ZTF22abayewb,VLASS3.1,0.252,0.127,198.58
ZTF22abbaqil,VLASS1.2v2,0.359,0.141,-1184.27
ZTF22abbaqil,VLASS2.2,0.458,0.19,-196.27
ZTF22abbausm,VLASS1.1v2,0.3,0.132,-1768.26
ZTF22abbausm,VLASS2.1,0.517,0.173,-684.26
ZTF22abbausm,VLASS3.1,0.491,0.195,201.74
ZTF22abbbwtl,VLASS1.2v2,0.906,0.165,-1227.32
ZTF22abbbwtl,VLASS2.2,0.968,0.142,-296.32
ZTF22abbcnay,VLASS1.2v2,0.296,0.14,-1157.29
ZTF22abbcnay,VLASS2.2,0.375,0.156,-197.29
ZTF22abbdxho,VLASS1.1v2,0.357,0.113,-1753.16
ZTF22abbdxho,VLASS2.1,0.359,0.16,-716.16
ZTF22abbdxho,VLASS3.1,0.434,0.15,191.84
ZTF22abbiqoi,VLASS1.1v2,0.277,0.133,-1743.38
ZTF22abbiqoi,VLASS2.1,0.444,0.172,-717.38
ZTF22abbiqoi,VLASS3.1,0.311,0.125,253.62
ZTF22abbirsn,VLASS1.2v2,0.542,0.201,-1213.43
ZTF22abbirsn,VLASS2.2,0.325,0.102,-324.43
ZTF22abbiwrr,VLASS1.1v2,0.285,0.137,-1735.48
ZTF22abbiwrr,VLASS2.1,0.284,0.142,-775.48
ZTF22abbiwrr,VLASS3.1,0.262,0.115,185.52
ZTF22abbkhja,VLASS1.2v2,0.388,0.112,-1183.5
ZTF22abbkhja,VLASS2.2,0.277,0.118,-258.5
ZTF22abbkxor,VLASS1.2v2,0.326,0.166,-1251.45
ZTF22abbkxor,VLASS2.2,0.3,0.122,-316.45
ZTF22abblogu,VLASS1.2v2,0.245,0.099,-1240.3
ZTF22abblogu,VLASS2.2,0.371,0.154,-276.3
ZTF22abbmemk,VLASS1.1v2,0.202,0.106,-1811.17
ZTF22abbmemk,VLASS2.1,0.4,0.136,-756.17
ZTF22abbmemk,VLASS3.1,0.279,0.111,164.83
ZTF22abbmgdo,VLASS1.1v2,0.249,0.108,-1781.18
ZTF22abbmgdo,VLASS2.1,0.412,0.141,-717.18
ZTF22abbmgdo,VLASS3.1,0.346,0.144,190.82
ZTF22abbmgne,VLASS1.1v2,0.26,0.107,-1805.32
ZTF22abbmgne,VLASS2.1,0.376,0.138,-726.32
ZTF22abbmgne,VLASS3.1,0.249,0.124,164.68
ZTF22abboovp,VLASS1.1v2,0.25,0.103,-1780.47
ZTF22abboovp,VLASS2.1,0.531,0.169,-730.47
ZTF22abboovp,VLASS3.1,0.284,0.145,199.53
ZTF22abbozja,VLASS1.2v2,0.284,0.091,-1230.49
ZTF22abbozja,VLASS2.2,0.323,0.117,-305.49
ZTF22abbpvzk,VLASS1.1v2,0.327,0.125,-1795.2
ZTF22abbpvzk,VLASS2.1,0.221,0.121,-725.2
ZTF22abbpvzk,VLASS3.1,0.28,0.116,150.8
ZTF22abbrxbz,VLASS1.1v2,0.213,0.125,-1770.24
ZTF22abbrxbz,VLASS2.1,0.373,0.141,-731.24
ZTF22abbrxbz,VLASS3.1,0.298,0.112,182.76
ZTF22abbsbys,VLASS1.2v2,0.416,0.141,-1170.23
ZTF22abbsbys,VLASS2.2,0.21,0.108,-267.23
ZTF22abbtjlb,VLASS1.2v2,0.374,0.141,-267.23
ZTF22abbtjlb,VLASS2.2,0.374,0.159,-267.23
ZTF22abbtmdv,VLASS1.1v2,0.376,0.146,-1799.32
ZTF22abbtmdv,VLASS2.1,0.353,0.164,-754.32
ZTF22abbtmdv,VLASS3.1,0.418,0.153,190.68
ZTF22abbtqmf,VLASS1.1v2,0.258,0.11,-1803.32
ZTF22abbtqmf,VLASS2.1,0.206,0.117,-777.32
ZTF22abbtqmf,VLASS3.1,0.33,0.166,204.68
ZTF22abbtzfm,VLASS1.2v2,0.333,0.14,-1199.36
ZTF22abbtzfm,VLASS2.2,0.319,0.095,-310.36
ZTF22abbzucj,VLASS1.2v2,0.35,0.124,-1247.15
ZTF22abbzucj,VLASS2.2,0.318,0.117,-343.15
ZTF22abcbses,VLASS1.2v2,0.409,0.142,-1181.32
ZTF22abcbses,VLASS2.2,0.249,0.108,-325.32
ZTF22abcckha,VLASS1.1v2,0.342,0.123,-1741.4
ZTF22abcckha,VLASS2.1,0.431,0.182,-682.4
ZTF22abcckha,VLASS3.1,0.307,0.135,204.6
ZTF22abcesfo,VLASS1.1v2,0.249,0.091,-1819.38
ZTF22abcesfo,VLASS2.1,0.316,0.144,-791.38
ZTF22abcesfo,VLASS3.1,0.313,0.125,121.62
ZTF22abcfics,VLASS1.2v2,0.366,0.144,-1235.19
ZTF22abcfics,VLASS2.2,0.289,0.122,-333.19
ZTF22abckjon,VLASS1.1v2,0.354,0.108,-1738.45
ZTF22abckjon,VLASS2.1,0.44,0.16,-760.45
ZTF22abckjon,VLASS3.1,0.508,0.159,244.55
ZTF22abcklkb,VLASS1.1v2,0.34,0.133,-1812.47
ZTF22abcklkb,VLASS2.1,0.256,0.107,-744.47
ZTF22abcklkb,VLASS3.1,0.39,0.138,168.53
ZTF22abcknjm,VLASS1.2v2,0.399,0.158,-1204.45
ZTF22abcknjm,VLASS2.2,0.47,0.153,-216.45
ZTF22abclcse,VLASS1.1v2,0.369,0.109,-1816.46
ZTF22abclcse,VLASS2.1,0.403,0.129,-748.46
ZTF22abclcse,VLASS3.1,0.343,0.122,164.54
ZTF22abcnzmv,VLASS1.2v2,0.332,0.139,-1151.21
ZTF22abcnzmv,VLASS2.2,0.342,0.135,-195.21
ZTF22abcsgeq,VLASS1.1v2,3.372,0.344,-1739.47
ZTF22abcsgeq,VLASS2.1,3.357,0.359,-719.47
ZTF22abcsgeq,VLASS3.1,3.143,0.304,251.53
ZTF22abcsiqk,VLASS1.1v2,0.476,0.135,-1723.48
ZTF22abcsiqk,VLASS2.1,0.437,0.184,-748.48
ZTF22abcsiqk,VLASS3.1,0.382,0.163,174.52
ZTF22abcuctb,VLASS1.2v2,0.25,0.114,-1221.2
ZTF22abcuctb,VLASS2.2,0.304,0.121,-296.2
ZTF22abcuiht,VLASS1.2v2,0.357,0.134,-1218.3
ZTF22abcuiht,VLASS2.2,0.338,0.119,-332.3
ZTF22abcvfgs,VLASS1.2v2,0.387,0.141,-1249.2
ZTF22abcvfgs,VLASS2.2,0.272,0.136,-390.2
ZTF22abddvec,VLASS1.1v2,0.417,0.121,-1780.17
ZTF22abddvec,VLASS2.1,0.513,0.227,-758.17
ZTF22abddvec,VLASS3.1,0.375,0.138,180.83
ZTF22abdfjjo,VLASS1.2v2,0.368,0.148,-1278.31
ZTF22abdfjjo,VLASS2.2,0.323,0.115,-324.31
ZTF22abdibiz,VLASS1.2v2,0.347,0.109,-1189.5
ZTF22abdibiz,VLASS2.2,0.278,0.116,-264.5
ZTF22abdjqlm,VLASS1.1v2,0.218,0.094,-1814.32
ZTF22abdjqlm,VLASS2.1,0.488,0.202,-760.32
ZTF22abdjqlm,VLASS3.1,0.266,0.123,160.68
ZTF22abdlnkm,VLASS1.2v2,0.505,0.233,-1253.32
ZTF22abdlnkm,VLASS2.2,0.201,0.104,-327.32
ZTF22abdlohy,VLASS1.2v2,0.356,0.14,-1223.41
ZTF22abdlohy,VLASS2.2,0.258,0.129,-318.41
ZTF22abdoehm,VLASS1.2v2,0.294,0.11,-1243.5
ZTF22abdoehm,VLASS2.2,0.355,0.138,-282.5
ZTF22abdondo,VLASS1.1v2,0.378,0.126,-1805.28
ZTF22abdondo,VLASS2.1,0.419,0.119,-777.28
ZTF22abdondo,VLASS3.1,0.667,0.119,157.72
ZTF22abdstgi,VLASS1.1v2,0.409,0.237,-1663.38
ZTF22abdstgi,VLASS2.1,0.389,0.152,-681.38
ZTF22abdstgi,VLASS3.1,0.431,0.182,273.62
ZTF22abdtcki,VLASS1.1v2,0.416,0.128,-1728.46
ZTF22abdtcki,VLASS2.1,0.519,0.152,-683.46
ZTF22abdtcki,VLASS3.1,0.3,0.131,199.54
ZTF22abdtpru,VLASS1.1v2,0.427,0.143,-1797.48
ZTF22abdtpru,VLASS2.1,0.254,0.139,-766.48
ZTF22abdtpru,VLASS3.1,0.264,0.131,149.52
ZTF22abdvqqn,VLASS1.1v2,0.382,0.1,-1781.51
ZTF22abdvqqn,VLASS2.1,0.412,0.174,-754.51
ZTF22abdvqqn,VLASS3.1,0.263,0.119,141.49
ZTF22abdxbyh,VLASS1.2v2,0.431,0.139,-1203.45
ZTF22abdxbyh,VLASS2.2,0.227,0.126,-324.45
ZTF22abdxjhr,VLASS1.2v2,0.381,0.146,-1240.17
ZTF22abdxjhr,VLASS2.2,0.26,0.127,-299.17
ZTF22abecbbd,VLASS1.1v2,0.29,0.123,-1753.41
ZTF22abecbbd,VLASS2.1,0.393,0.177,-800.41
ZTF22abecbbd,VLASS3.1,0.298,0.128,181.59
ZTF22abedoyq,VLASS1.2v2,0.39,0.136,-1242.51
ZTF22abedoyq,VLASS2.2,0.407,0.139,-268.51
ZTF22abegjkl,VLASS1.2v2,0.356,0.126,-1231.31
ZTF22abegjkl,VLASS2.2,0.312,0.114,-338.31
ZTF22abegjtx,VLASS1.1v2,0.307,0.123,-1811.29
ZTF22abegjtx,VLASS2.1,0.49,0.166,-736.29
ZTF22abegjtx,VLASS3.1,0.428,0.147,149.71
ZTF22abegteh,VLASS1.1v2,0.254,0.113,-1742.49
ZTF22abegteh,VLASS2.1,0.395,0.174,-789.49
ZTF22abegteh,VLASS3.1,0.443,0.157,192.51
ZTF22abehuah,VLASS1.2v2,0.561,0.138,-1202.5
ZTF22abehuah,VLASS2.2,0.678,0.145,-316.5
ZTF22abeijrg,VLASS1.1v2,0.221,0.095,-1759.14
ZTF22abeijrg,VLASS2.1,0.222,0.114,-744.14
ZTF22abeijrg,VLASS3.1,0.252,0.111,163.86
ZTF22abeioig,VLASS1.1v2,0.251,0.103,-1759.14
ZTF22abeioig,VLASS2.1,0.379,0.137,-731.14
ZTF22abeioig,VLASS3.1,0.225,0.112,121.86
ZTF22abeipbi,VLASS1.2v2,0.473,0.164,-1177.15
ZTF22abeipbi,VLASS2.2,0.49,0.138,-310.15
ZTF22abeirot,VLASS1.1v2,0.355,0.113,-1749.15
ZTF22abeirot,VLASS2.1,0.267,0.125,-728.15
ZTF22abeirot,VLASS3.1,0.303,0.165,129.85
ZTF22abekkwn,VLASS1.2v2,0.352,0.153,-1216.3
ZTF22abekkwn,VLASS2.2,0.222,0.131,-296.3
ZTF22abeltic,VLASS1.2v2,0.387,0.144,-1199.36
ZTF22abeltic,VLASS2.2,0.308,0.118,-336.36
ZTF22abelwtb,VLASS1.1v2,0.231,0.111,-1760.47
ZTF22abelwtb,VLASS2.1,0.41,0.139,-723.47
ZTF22abelwtb,VLASS3.1,0.225,0.13,161.53
ZTF22abemaki,VLASS1.1v2,0.433,0.115,-1680.44
ZTF22abemaki,VLASS2.1,0.475,0.197,-691.44
ZTF22abemaki,VLASS3.1,0.399,0.137,261.56
ZTF22abembaz,VLASS1.1v2,0.313,0.141,-1711.48
ZTF22abembaz,VLASS2.1,0.76,0.243,-697.48
ZTF22abembaz,VLASS3.1,0.408,0.171,187.52
ZTF22abemcpy,VLASS1.1v2,0.524,0.142,-1723.46
ZTF22abemcpy,VLASS2.1,0.695,0.176,-748.46
ZTF22abemcpy,VLASS3.1,0.59,0.184,174.54
ZTF22abemgfd,VLASS1.1v2,0.189,0.108,-1763.49
ZTF22abemgfd,VLASS2.1,0.366,0.148,-741.49
ZTF22abemgfd,VLASS3.1,0.243,0.094,156.51
ZTF22abemgir,VLASS1.2v2,0.292,0.122,-1234.49
ZTF22abemgir,VLASS2.2,0.377,0.087,-280.49
ZTF22abepfmn,VLASS1.1v2,0.331,0.113,-1770.23
ZTF22abepfmn,VLASS2.1,0.411,0.171,-686.23
ZTF22abepfmn,VLASS3.1,0.505,0.177,199.77
ZTF22abeskuc,VLASS1.1v2,0.314,0.111,-1798.4
ZTF22abeskuc,VLASS2.1,0.516,0.188,-759.4
ZTF22abeskuc,VLASS3.1,0.278,0.163,148.6
ZTF22abevcjl,VLASS1.2v2,0.254,0.132,-1242.49
ZTF22abevcjl,VLASS2.2,0.405,0.121,-346.49
ZTF22abewvtv,VLASS1.1v2,0.426,0.149,-1712.5
ZTF22abewvtv,VLASS2.1,0.379,0.158,-745.5
ZTF22abewvtv,VLASS3.1,0.397,0.167,134.5
ZTF22abexkqi,VLASS1.1v2,0.253,0.089,-1857.47
ZTF22abexkqi,VLASS2.1,0.398,0.134,-775.47
ZTF22abexkqi,VLASS3.1,0.223,0.107,152.53
ZTF22abeyzcl,VLASS1.1v2,0.283,0.105,-1805.28
ZTF22abeyzcl,VLASS2.1,0.354,0.128,-777.28
ZTF22abeyzcl,VLASS3.1,0.542,0.138,157.72
ZTF22abfavpu,VLASS1.2v2,0.32,0.121,-1257.41
ZTF22abfavpu,VLASS2.2,0.169,0.087,-297.41
ZTF22abfbjem,VLASS1.1v2,0.258,0.1,-1709.5
ZTF22abfbjem,VLASS2.1,0.391,0.179,-742.5
ZTF22abfbjem,VLASS3.1,0.197,0.12,137.5
ZTF22abfjlue,VLASS1.2v2,0.263,0.118,-1203.2
ZTF22abfjlue,VLASS2.2,0.296,0.101,-342.2
ZTF22abfmtdy,VLASS1.2v2,0.46,0.16,-1227.46
ZTF22abfmtdy,VLASS2.2,0.268,0.117,-314.46
ZTF22abfnfud,VLASS1.1v2,0.377,0.147,-1737.37
ZTF22abfnfud,VLASS2.1,0.389,0.149,-726.37
ZTF22abfnfud,VLASS3.1,0.29,0.138,154.63
ZTF22abfoehf,VLASS1.1v2,0.347,0.139,-1781.18
ZTF22abfoehf,VLASS2.1,0.278,0.106,-744.18
ZTF22abfoehf,VLASS3.1,0.393,0.119,163.82
ZTF22abfoiaa,VLASS1.2v2,0.562,0.151,-1233.16
ZTF22abfoiaa,VLASS2.2,0.272,0.126,-320.16
ZTF22abfpgcn,VLASS1.1v2,0.38,0.12,-1669.48
ZTF22abfpgcn,VLASS2.1,0.27,0.129,-675.48
ZTF22abfpgcn,VLASS3.1,0.325,0.144,270.52
ZTF22abfrbnl,VLASS1.2v2,0.301,0.135,-1223.33
ZTF22abfrbnl,VLASS2.2,0.323,0.135,-295.33
ZTF22abfrbzi,VLASS1.2v2,0.378,0.159,-1203.3
ZTF22abfrbzi,VLASS2.2,0.324,0.119,-319.3
ZTF22abfrkoh,VLASS1.1v2,0.353,0.127,-1753.32
ZTF22abfrkoh,VLASS2.1,0.539,0.148,-775.32
ZTF22abfrkoh,VLASS3.1,0.263,0.115,229.68
ZTF22abfskre,VLASS1.1v2,0.226,0.101,-1808.38
ZTF22abfskre,VLASS2.1,0.692,0.201,-796.38
ZTF22abfskre,VLASS3.1,0.291,0.106,132.62
ZTF22abfspdz,VLASS1.2v2,0.321,0.148,-1165.43
ZTF22abfspdz,VLASS2.2,0.433,0.166,-214.43
ZTF22abfstwn,VLASS1.2v2,0.407,0.143,-1166.48
ZTF22abfstwn,VLASS2.2,0.353,0.139,-208.48
ZTF22abftfug,VLASS1.2v2,0.553,0.154,-1222.4
ZTF22abftfug,VLASS2.2,0.439,0.124,-235.4
ZTF22abftrwv,VLASS1.2v2,0.339,0.129,-1219.49
ZTF22abftrwv,VLASS2.2,0.229,0.109,-333.49
ZTF22abfunyc,VLASS1.1v2,0.346,0.131,-1762.22
ZTF22abfunyc,VLASS2.1,0.279,0.104,-741.22
ZTF22abfunyc,VLASS3.1,0.322,0.109,121.78
ZTF22abfuoce,VLASS1.1v2,0.193,0.092,-1749.14
ZTF22abfuoce,VLASS2.1,0.301,0.126,-745.14
ZTF22abfuoce,VLASS3.1,0.434,0.16,121.86
ZTF22abfuosd,VLASS1.1v2,0.224,0.101,-1777.18
ZTF22abfuosd,VLASS2.1,0.328,0.139,-740.18
ZTF22abfuosd,VLASS3.1,0.284,0.099,167.82
ZTF22abfutah,VLASS1.1v2,0.237,0.124,-1838.23
ZTF22abfutah,VLASS2.1,0.405,0.136,-773.23
ZTF22abfutah,VLASS3.1,0.243,0.115,125.77
ZTF22abfutmm,VLASS1.1v2,0.384,0.16,-1826.16
ZTF22abfutmm,VLASS2.1,0.554,0.168,-783.16
ZTF22abfutmm,VLASS3.1,0.398,0.136,161.84
ZTF22abfuwel,VLASS1.2v2,0.438,0.175,-1246.18
ZTF22abfuwel,VLASS2.2,0.297,0.128,-329.18
ZTF22abfuyqr,VLASS1.2v2,0.277,0.133,-1260.15
ZTF22abfuyqr,VLASS2.2,0.266,0.134,-356.15
ZTF22abfviaz,VLASS1.1v2,0.479,0.135,-1803.17
ZTF22abfviaz,VLASS2.1,0.289,0.137,-776.17
ZTF22abfviaz,VLASS3.1,0.409,0.142,158.83
ZTF22abfvibh,VLASS1.2v2,0.574,0.163,-1174.19
ZTF22abfvibh,VLASS2.2,0.403,0.143,-226.19
